City_Index,Population,Avg_Temperature,Annual_Rainfall
1,734673,3.1007855426208355,1858.112826912361
2,597875,33.79251695049184,808.4903468338466
3,227337,34.28396812777059,797.841795705456
4,741368,-9.091335846119499,450.6388320858715
5,289305,31.431785374644875,1579.7921722618166
6,805432,0.3173425529088867,887.5094379316
7,893474,8.877347496016526,1152.2501804464032
8,399252,-5.827213405347939,1503.5014885012442
9,860181,7.344565975967736,400.04603816206793
10,899844,15.121485551197342,1440.138553890468
11,856273,12.806123855073785,476.82871950704134
12,278247,9.216518405191913,218.0697136820945
13,114766,31.286715695717305,1048.5198196862245
14,434803,1.6065937485755448,343.24945360812046
15,328583,-7.458652591673733,608.8032703660422
16,455489,25.56893738054832,1549.660957145113
17,689425,15.477398228459368,1667.5978909150692
18,910336,32.40188570980768,867.2634630129966
19,885643,-9.255310141287662,1923.2957297081605
20,125750,17.721744574755547,775.7577522843949
21,960699,4.686360486059396,402.1210595355965
22,844868,11.351706004481784,1220.2345402652818
23,997415,38.80316025404772,406.8696564896232
24,941072,13.93477496540617,1686.7927966208626
25,79324,-9.141467743962908,287.85414218627915
26,489720,39.96691990597908,331.72498445646875
27,526180,31.3666031747356,429.86728319043425
28,867657,31.602822925825564,1726.8322683639838
29,718731,16.110354529671476,249.43127322958765
30,390775,27.371928974191434,856.8896328221132
31,624031,3.262258243434111,1884.3661588399873
32,52810,3.0839898138484614,565.1285386874238
33,510571,36.53318754060166,670.2768600905033
34,552590,31.48298798657244,385.26049594856187
35,376373,9.597644783053592,897.3204397331268
36,122420,27.941253511389455,1187.5257579275758
37,65852,-7.810614476071561,254.15136997368353
38,679497,36.854994564083334,1173.4304509399499
39,85902,33.96369959265193,1183.3248739549056
40,190817,17.556863694149047,229.35179242113574
41,527257,12.708971313350919,425.9259420009775
42,290917,11.662933855157913,988.3088654228688
43,744511,11.906471652848523,1610.028826749631
44,659123,6.9822737936545956,442.4606095423183
45,425315,-5.493916422122199,352.54827382472786
46,304742,3.797657849091859,1655.2957057898984
47,211690,32.98098651158122,1191.6621863076402
48,955906,32.79483661596925,1273.127631479721
49,310027,4.441217212746265,998.2535238274213
50,230997,-1.9266852827406673,1026.1665296486303
51,962012,27.42952215071412,1637.2660763575536
52,847024,34.46590011485138,1533.4146124496226
53,961285,33.77912761525189,1584.0295744386456
54,383531,11.883088916957739,964.3064864444558
55,213073,29.524791497724735,1912.2351026229974
56,600316,7.350336694805446,611.4269595335917
57,452251,37.0163311641186,1179.3142554167875
58,684994,20.067133084509518,721.8870168336538
59,61997,4.2062345081200245,1876.5178023153828
60,825263,-0.8733428656911482,961.6133477952733
61,400065,-3.6383964770932167,1056.8981225619511
62,931961,8.953099019505608,1765.43413764736
63,462795,16.300418110820463,922.7776077811694
64,937713,-9.480539778270616,1042.025588210391
65,791644,-2.7774259374720636,1976.3701911269175
66,157980,12.788149175902834,1013.7965387282082
67,334131,6.081474620496699,1733.1914818326106
68,329640,32.87914509568929,877.8195590085054
69,768312,18.95258292045102,1109.6344954397014
70,579865,-6.479544147092372,1651.3125463371439
71,460226,36.628962317100545,1729.10595579494
72,385353,-3.552291546949185,601.7298774571093
73,95032,33.04597811821297,519.4575102502331
74,503387,-9.429553017587995,1261.7041632092546
75,989008,23.23283013328774,1770.9638195327661
76,341479,-9.818863761408034,1594.8801082189475
77,75021,38.83011405238158,671.5435988007424
78,872795,8.550167606978984,1265.741331596615
79,569907,-3.2378171999595553,1021.3552806980312
80,578498,36.29307408840743,664.7384560475366
81,917824,25.57666001974004,1817.8606095867635
82,685302,15.387810374531995,1285.8620619081428
83,869581,39.187902581189626,907.8091800319762
84,850752,-1.639819356734769,961.303186478028
85,100626,11.0875671354028,1338.1574284917604
86,795962,8.634857396178472,1813.7817760734015
87,83875,-9.908775404263766,674.2585731986655
88,802274,34.55484346409057,824.0267071353019
89,258956,-9.643232777091384,417.4970338469161
90,316344,0.6667951990815517,484.0749043477154
91,636362,28.013210357257712,545.0207292374905
92,610547,-2.264940234666776,711.835030785353
93,544189,-1.1919331307208427,1047.549945409105
94,635909,-8.781846999995349,1045.8716362148402
95,820077,1.0883274340061284,310.96897543717137
96,686565,4.128767597706881,1062.4687145819148
97,963001,28.556938141830315,1144.3762007855057
98,625596,18.774251935525125,698.6944521778582
99,441908,-7.924204030261286,1591.962762825846
100,253681,9.48660003947386,1884.4765396212265
101,789373,38.89602090217695,942.6831621422406
102,85165,-6.826944929513398,1986.1801453741766
103,258319,9.058100122883914,978.0537404923905
104,851214,-9.848640599409277,1293.6951767018513
105,160111,38.36360079804461,1797.1829620657766
106,496027,27.702623889766258,1502.7966878828793
107,862894,30.29527178921201,1904.7583196482672
108,554587,36.27790387264005,1464.3670608994596
109,249404,15.027630699992937,1224.9877166391202
110,163508,-3.896588857709107,763.4620852071189
111,963449,27.71463341761377,1853.7817068120264
112,621062,7.317522979068855,1034.163178926401
113,410414,-5.859352586206731,1399.6762884189122
114,952971,33.86037517060886,814.9603576076221
115,561835,22.731234129579313,565.1000536372526
116,674869,34.287928803965734,1855.2499936817576
117,679271,-0.5886076017510593,1059.8184078339266
118,326778,25.36143571822339,791.7794240431174
119,335019,5.181782741462701,1978.5672297561853
120,463861,-1.1556190883358823,1280.796560039977
121,206832,26.348044198357805,739.8363799035344
122,470739,32.65996780219404,1767.3243000874577
123,540887,20.535984980929104,341.77377190152424
124,730877,12.239293900862485,1571.8782650314924
125,52235,29.355239824240527,382.2986385032631
126,552761,10.975543854779527,1241.6805554450923
127,979093,23.913054254309827,1667.8628773684734
128,241405,8.544435321445157,523.5825187678398
129,725239,-6.385713978869242,996.5215054755884
130,276103,9.555762464729575,1532.3953456356687
131,455688,23.659093727271703,674.9355589447216
132,57544,24.80420812373894,1681.6194855211406
133,413184,11.873652719331695,295.73318269216884
134,114546,8.03017576909603,894.4188451160229
135,273587,3.769253887504618,1052.2136234108896
136,713092,-5.005413360877633,1754.1935948623277
137,465392,17.80676626663901,479.37463871393226
138,662072,12.435666768446445,1320.69157021679
139,913003,-1.8902033283274626,1059.1694621735705
140,630928,32.678709722528055,376.33148398258095
141,868766,39.414312140834696,819.6158056053249
142,231609,16.151472788586087,1400.4478287366785
143,716938,-6.9085232902247125,1087.5669780106405
144,298736,-2.1233093701447237,701.121052322053
145,850120,13.730109156965973,1039.793913570334
146,591412,37.033207579503795,1637.1257322851332
147,687403,32.35064833208798,1861.427095256775
148,649697,0.4382297397710211,1762.892287510574
149,246621,35.29377776959088,239.87578007020807
150,920640,-1.1693643304769932,1768.0641613442517
151,116073,1.612582298448821,1457.5536599909708
152,671426,27.921302198572718,1933.1831141694954
153,733402,18.026808271410225,1955.3695657414564
154,871407,17.840079986768686,1313.810328596347
155,356074,16.721689855875486,574.1356838097796
156,773447,9.998791748105166,1370.456024603211
157,524646,4.881181997711945,1107.275112438309
158,417242,-1.5309090231004046,1705.6975872173275
159,67004,37.175186222689916,872.8638022641896
160,98481,-9.026352286389862,1458.9791564951536
161,231108,-9.074102682327075,1363.3004892413803
162,676930,19.874890112517072,1086.2688806959718
163,896886,17.9206254064806,356.8262493837491
164,71240,31.46865392468319,765.0405749458765
165,530658,18.608009218514425,1786.3085089926633
166,355741,26.53212373944222,1423.169664630669
167,336427,22.918567116224942,1400.7067733700053
168,531469,7.605472611269757,1903.2588342741237
169,886862,-3.479564454431463,1171.8598981522066
170,128978,10.972614461350119,471.9089611380461
171,270199,-3.5429777406598273,781.4328345264753
172,137778,37.64835764969117,263.56208726742665
173,578003,21.154033351059567,708.2700395245929
174,127391,31.633839888672213,1392.4121765949235
175,729167,2.6829774999653253,1672.3941401560942
176,634798,29.465880690195917,1111.915361981632
177,215706,8.833238934623985,1135.1300671744282
178,801138,5.474590775089158,738.3810198990199
179,128790,8.242959453791801,1636.9442667307471
180,476401,-5.704878822389638,603.3542950823297
181,950235,29.627810826329537,1427.0479926355856
182,127662,33.96081230726483,1603.9678709054854
183,127758,15.57843338401965,1593.345301594754
184,907926,29.203430245251333,958.4005576459239
185,258527,6.987015889098011,1807.1068583665021
186,903119,-9.422865676817167,1243.0089006135279
187,991279,32.518520297074645,1001.6978979521625
188,874387,-8.728363133213664,934.4147333791182
189,862235,30.086170391592127,1854.1773483741754
190,744394,21.283710685963406,1944.8144909920293
191,65260,20.706728449277858,1428.055066343399
192,585750,-1.144349484899351,1453.2747551801194
