Day of year,-4.19,-12.57,-20.95,-29.33,-37.71,-46.09,-54.47,-62.85,-71.23,-79.61,-88,-96.38,-104.76,-113.14,-121.52,-129.9,-138.28,-146.66,-155.04,-163.42
1,10.1061,10.1196,10.1295,10.1337,10.1362,10.1381,10.1395,10.1406,10.1416,10.1425,10.1432,10.1439,10.1445,10.1451,10.1457,10.1462,10.1466,10.147,10.1474,10.1476
2,10.0194,10.0466,10.0542,10.0576,10.0597,10.0613,10.0625,10.0636,10.0644,10.0652,10.0659,10.0664,10.0669,10.0673,10.0674,10.0662,10.0645,10.0625,10.0602,10.0466
3,9.939,9.9739,9.9799,9.9827,9.9845,9.9858,9.987,9.9879,9.9886,9.9892,9.9897,9.9901,9.9905,9.9905,9.9875,9.9821,9.9718,9.9528,9.9327,9.8598
4,9.848,9.8877,9.8933,9.8959,9.8977,9.8989,9.8999,9.9007,9.9015,9.9021,9.9026,9.9029,9.9032,9.9029,9.8927,9.8606,9.8324,9.7868,9.7433,9.5961
5,9.7673,9.7898,9.7937,9.7958,9.7973,9.7984,9.7992,9.8,9.8006,9.8012,9.8017,9.802,9.8023,9.8022,9.7972,9.7646,9.7173,9.6605,9.6164,9.4446
6,9.6996,9.7195,9.7274,9.7305,9.7322,9.7338,9.7348,9.7356,9.7363,9.7368,9.7371,9.7374,9.7377,9.7378,9.7319,9.6856,9.637,9.5747,9.5322,9.3508
7,9.6793,9.6976,9.7047,9.7073,9.709,9.7106,9.7115,9.7122,9.7131,9.7136,9.714,9.7143,9.7145,9.7147,9.7148,9.7026,9.6657,9.6133,9.5658,9.4058
8,9.6907,9.7104,9.7147,9.7169,9.7179,9.7197,9.7203,9.7211,9.7214,9.7217,9.7222,9.7224,9.7228,9.7233,9.7236,9.724,9.7236,9.7138,9.6944,9.6249
9,9.6829,9.6912,9.6928,9.6936,9.6943,9.6948,9.6953,9.6957,9.6961,9.6964,9.6967,9.697,9.6973,9.6976,9.6978,9.6981,9.6983,9.6986,9.699,9.6965
10,9.6137,9.6259,9.6283,9.6293,9.63,9.6305,9.631,9.6313,9.6315,9.6317,9.632,9.6322,9.6323,9.6325,9.6327,9.6328,9.633,9.633,9.6327,9.6184
11,9.5689,9.5734,9.5791,9.5811,9.5822,9.5827,9.5829,9.5831,9.5816,9.5798,9.5781,9.5772,9.5765,9.5756,9.5749,9.5745,9.5739,9.5729,9.5611,9.4576
12,9.5541,9.5737,9.5765,9.5776,9.5782,9.5786,9.5788,9.5789,9.5732,9.5442,9.5325,9.5284,9.5263,9.5236,9.5214,9.5195,9.5191,9.5161,9.4811,9.2824
13,9.4962,9.5149,9.5171,9.5181,9.5188,9.5193,9.5197,9.5199,9.52,9.4984,9.4794,9.4752,9.4722,9.4677,9.464,9.4621,9.4596,9.4418,9.3595,9.0823
14,9.3832,9.4038,9.4062,9.4076,9.4084,9.4091,9.4096,9.4099,9.4102,9.4101,9.402,9.3987,9.3921,9.3891,9.386,9.3839,9.3732,9.3264,9.1895,8.8203
15,9.2761,9.2971,9.3039,9.3069,9.3087,9.3102,9.3113,9.3122,9.313,9.3136,9.3142,9.3146,9.3143,9.3139,9.3135,9.313,9.3064,9.2394,9.0703,8.6395
16,9.1924,9.2091,9.2154,9.219,9.2214,9.2229,9.2242,9.2254,9.2262,9.227,9.2277,9.2284,9.2289,9.2293,9.2297,9.2301,9.2303,9.2094,9.0483,8.6464
17,9.172,9.1893,9.1967,9.1997,9.2011,9.2028,9.2038,9.2045,9.205,9.2061,9.2064,9.2066,9.2069,9.2074,9.2079,9.2081,9.2081,9.2081,9.1458,8.822
18,9.1564,9.1908,9.1988,9.2025,9.2046,9.2063,9.2076,9.2088,9.2095,9.2104,9.2112,9.2121,9.2127,9.213,9.2134,9.2136,9.2139,9.2142,9.2076,9.0108
19,9.1481,9.1875,9.1935,9.196,9.1979,9.1995,9.2005,9.2017,9.2023,9.2029,9.2038,9.2049,9.2053,9.2058,9.2062,9.2066,9.2068,9.2071,9.2073,9.1466
20,9.1726,9.1904,9.1949,9.1979,9.1996,9.2005,9.2016,9.2022,9.2031,9.204,9.2045,9.2048,9.2053,9.2058,9.206,9.2064,9.2066,9.2071,9.2077,9.2057
21,9.1259,9.1387,9.1443,9.1476,9.1497,9.1512,9.1525,9.1535,9.1544,9.1552,9.156,9.1567,9.1573,9.1579,9.1584,9.1589,9.1594,9.1599,9.1605,9.1614
22,8.9794,9.0035,9.0089,9.012,9.0141,9.0156,9.0168,9.0178,9.0187,9.0195,9.0201,9.0208,9.0213,9.0218,9.0223,9.0228,9.0232,9.0236,9.0241,9.0247
23,8.7949,8.8107,8.8263,8.8331,8.8372,8.8402,8.8425,8.8445,8.8462,8.8478,8.8492,8.8504,8.8516,8.8527,8.8538,8.8548,8.8557,8.8567,8.8576,8.8587
24,8.6379,8.669,8.6822,8.6875,8.6909,8.6934,8.6954,8.6971,8.6985,8.6998,8.701,8.7021,8.7031,8.704,8.7049,8.7057,8.7065,8.7072,8.708,8.7088
25,8.5335,8.5731,8.578,8.5804,8.5821,8.5835,8.5846,8.5856,8.5863,8.5867,8.5869,8.5868,8.5867,8.5864,8.5861,8.5856,8.5851,8.5846,8.584,8.5833
26,8.4198,8.4547,8.4629,8.4665,8.4687,8.4704,8.4717,8.4728,8.4737,8.4745,8.4751,8.4756,8.4758,8.4757,8.4754,8.4748,8.4739,8.4725,8.4704,8.4681
27,8.3056,8.3594,8.3668,8.3701,8.3729,8.3745,8.3758,8.377,8.3784,8.3793,8.38,8.3807,8.3814,8.3821,8.3826,8.3831,8.3834,8.3834,8.3833,8.3831
28,8.2601,8.3144,8.3209,8.3234,8.3259,8.3272,8.3284,8.3295,8.3306,8.3314,8.3321,8.3326,8.3331,8.3335,8.3339,8.3343,8.3345,8.3346,8.334,8.3332
29,8.2674,8.3006,8.3045,8.3067,8.3082,8.3093,8.3101,8.3109,8.3114,8.3118,8.3119,8.3117,8.3116,8.3113,8.3105,8.3104,8.3096,8.3093,8.3085,8.3073
30,8.292,8.3136,8.316,8.3168,8.3176,8.3182,8.3184,8.3185,8.3185,8.3185,8.3181,8.3179,8.3172,8.3167,8.3164,8.3149,8.3136,8.3102,8.306,8.3021
31,8.2687,8.2996,8.3035,8.3054,8.3069,8.3081,8.3091,8.3097,8.3103,8.3108,8.3111,8.3115,8.3118,8.3117,8.311,8.3107,8.3093,8.3053,8.2964,8.2895
32,8.2688,8.2819,8.2829,8.2835,8.2836,8.2839,8.284,8.2838,8.2836,8.2835,8.2834,8.2831,8.2827,8.2823,8.2816,8.2808,8.2796,8.2756,8.2626,8.2564
33,8.1852,8.2151,8.2207,8.2228,8.2239,8.2247,8.2248,8.224,8.2229,8.222,8.2208,8.2194,8.2182,8.2167,8.2142,8.2103,8.2053,8.1975,8.1842,8.1755
34,8.1178,8.1645,8.1743,8.1783,8.1808,8.1829,8.1846,8.1857,8.1869,8.1877,8.1886,8.1894,8.19,8.1905,8.191,8.1913,8.1905,8.1868,8.1761,8.166
35,8.1677,8.1949,8.2099,8.2152,8.2185,8.2211,8.2229,8.2245,8.2257,8.227,8.2281,8.229,8.2299,8.2307,8.2314,8.2321,8.2327,8.2333,8.2338,8.2335
36,8.2035,8.2502,8.2554,8.258,8.2598,8.2614,8.2625,8.2634,8.2644,8.2651,8.2658,8.2663,8.2669,8.2676,8.2682,8.2689,8.2694,8.2699,8.2705,8.2712
37,8.1979,8.2345,8.2396,8.2421,8.2437,8.245,8.2461,8.247,8.2477,8.2484,8.249,8.2496,8.2501,8.2505,8.2509,8.2513,8.2517,8.252,8.2523,8.2513
38,8.0799,8.0907,8.0968,8.0986,8.0991,8.0987,8.0951,8.0932,8.0931,8.0934,8.0936,8.0938,8.0939,8.0939,8.0937,8.0932,8.0924,8.0914,8.0893,8.0849
39,7.8035,7.8235,7.826,7.8264,7.8256,7.8197,7.7762,7.74,7.7288,7.7234,7.7183,7.7123,7.7055,7.7006,7.6932,7.6876,7.6804,7.6745,7.6717,7.673
40,7.584,7.6125,7.6163,7.6182,7.6196,7.6198,7.6143,7.6026,7.5969,7.5909,7.5832,7.5754,7.5675,7.5619,7.5544,7.5502,7.5457,7.5421,7.5419,7.5407
41,7.4926,7.5152,7.5209,7.524,7.5263,7.5281,7.5293,7.5302,7.5309,7.5314,7.5318,7.5318,7.5314,7.5306,7.5289,7.5282,7.5275,7.5273,7.5278,7.5287
42,7.4188,7.4181,7.4133,7.4082,7.3857,7.3584,7.3404,7.3197,7.3091,7.3025,7.2983,7.2927,7.2849,7.2751,7.2697,7.2692,7.2697,7.2705,7.2719,7.2742
43,7.0625,7.065,7.0693,7.0744,7.0788,7.0796,7.0797,7.0756,7.0747,7.0741,7.075,7.0752,7.0741,7.0745,7.0758,7.0768,7.0779,7.0791,7.0805,7.0821
44,7.0341,7.0409,7.0533,7.0631,7.0685,7.0722,7.075,7.0773,7.0791,7.0807,7.082,7.0832,7.0842,7.0851,7.0859,7.0866,7.0872,7.0876,7.0878,7.0881
45,7.2382,7.278,7.2856,7.2888,7.2908,7.2923,7.2935,7.2944,7.2952,7.2959,7.2966,7.2971,7.2976,7.2981,7.2986,7.299,7.2994,7.2999,7.3004,7.3011
46,7.3983,7.4078,7.4159,7.4209,7.4248,7.4277,7.4299,7.4319,7.4334,7.4346,7.4358,7.4367,7.4377,7.4384,7.4391,7.4398,7.4405,7.4411,7.4418,7.4424
47,7.5013,7.5113,7.518,7.5228,7.5266,7.5295,7.5317,7.5333,7.5345,7.5355,7.5362,7.5365,7.5364,7.5359,7.5351,7.5338,7.532,7.5309,7.5305,7.5306
48,7.5528,7.5822,7.5869,7.5894,7.591,7.5923,7.5931,7.594,7.5946,7.5951,7.5959,7.5964,7.5969,7.5972,7.5969,7.5965,7.5968,7.597,7.5978,7.5991
49,7.5743,7.5891,7.5918,7.5929,7.5935,7.5938,7.5937,7.5938,7.5944,7.5949,7.5952,7.5954,7.5957,7.596,7.5964,7.5967,7.597,7.5974,7.5977,7.5983
50,7.5647,7.5823,7.5797,7.5788,7.5792,7.5797,7.5801,7.5802,7.5805,7.5808,7.5811,7.5814,7.5817,7.5819,7.5822,7.5824,7.5826,7.5828,7.5831,7.5835
51,7.5174,7.5375,7.5468,7.5504,7.5527,7.5544,7.5558,7.5566,7.5577,7.5586,7.5594,7.56,7.5604,7.5607,7.561,7.5618,7.5623,7.5629,7.5636,7.564
52,7.5512,7.548,7.5421,7.5418,7.5429,7.5438,7.5448,7.5453,7.546,7.5468,7.5473,7.5477,7.5481,7.5485,7.5488,7.5491,7.5494,7.5497,7.55,7.5504
53,7.5646,7.5852,7.562,7.5425,7.5399,7.5395,7.5393,7.5393,7.5392,7.5392,7.5393,7.5393,7.5394,7.5394,7.5395,7.5396,7.5397,7.5397,7.5399,7.5401
54,7.5862,7.547,7.5344,7.5276,7.5202,7.5175,7.5165,7.5164,7.5161,7.5161,7.5161,7.5161,7.5162,7.5162,7.5161,7.5161,7.516,7.516,7.5161,7.5162
55,7.5787,7.5391,7.4663,7.4564,7.4564,7.456,7.4555,7.4554,7.4552,7.455,7.4548,7.4546,7.4544,7.4542,7.4539,7.4536,7.4531,7.4521,7.4509,7.4512
56,7.3918,7.3818,7.3181,7.266,7.2597,7.2567,7.2545,7.2498,7.2471,7.2444,7.2411,7.2384,7.236,7.2334,7.2312,7.2296,7.2283,7.2281,7.2287,7.2302
57,7.2479,7.2045,7.0437,6.9671,6.9298,6.9145,6.904,6.8826,6.8709,6.8609,6.8486,6.842,6.8355,6.8296,6.8248,6.8213,6.8186,6.8154,6.8143,6.8159
58,6.9493,6.9433,6.816,6.6803,6.5849,6.5479,6.5229,6.487,6.4656,6.4454,6.4247,6.4128,6.4023,6.392,6.3842,6.3781,6.3743,6.3666,6.3592,6.3562
59,6.8702,6.8444,6.694,6.4722,6.3296,6.2661,6.2157,6.1738,6.1462,6.1213,6.0986,6.0865,6.077,6.0658,6.0572,6.05,6.0439,6.0357,6.0168,5.985
60,6.4087,6.4005,6.3886,6.3434,6.2575,6.0813,6.0123,5.9454,5.8957,5.8639,5.8439,5.8356,5.8321,5.8264,5.8222,5.8185,5.8144,5.8056,5.7475,5.6156
61,6.391,6.3778,6.3653,6.3628,6.3222,6.1932,6.1301,6.0449,5.9686,5.9329,5.9184,5.9107,5.9071,5.9048,5.9028,5.9013,5.8995,5.8841,5.7539,5.4315
62,6.5577,6.5725,6.5394,6.519,6.4888,6.4153,6.3769,6.3306,6.271,6.246,6.2399,6.2331,6.228,6.224,6.2202,6.2156,6.2069,6.1682,5.9806,5.4801
63,6.7028,6.7114,6.715,6.7129,6.7017,6.6403,6.5665,6.5218,6.4815,6.4678,6.4637,6.4588,6.4548,6.45,6.4435,6.4347,6.4205,6.3658,6.168,5.6108
64,6.7609,6.7788,6.7839,6.7854,6.7851,6.7501,6.6257,6.5417,6.5032,6.4995,6.4978,6.4951,6.4934,6.4921,6.4896,6.4866,6.4786,6.4371,6.2788,5.8192
65,6.8131,6.8232,6.8268,6.8271,6.8259,6.817,6.716,6.5885,6.5252,6.5186,6.5112,6.5074,6.5046,6.5028,6.5022,6.5012,6.5,6.4768,6.3579,6.0103
66,6.7422,6.7667,6.7728,6.7753,6.7765,6.7764,6.7243,6.592,6.5243,6.5041,6.4815,6.4707,6.4643,6.461,6.4586,6.4577,6.4572,6.452,6.3596,6.0706
67,6.8066,6.8095,6.8074,6.8036,6.7966,6.7879,6.7822,6.7191,6.6124,6.5383,6.5133,6.4956,6.4852,6.4761,6.4701,6.4681,6.4669,6.466,6.4045,6.167
68,6.8493,6.8506,6.8378,6.834,6.8308,6.8144,6.7778,6.7267,6.6465,6.584,6.5552,6.5359,6.5222,6.5081,6.4974,6.4932,6.4903,6.4878,6.4431,6.2312
69,6.8251,6.8303,6.8327,6.8333,6.8331,6.8314,6.8231,6.8049,6.7702,6.7293,6.7081,6.6906,6.6792,6.6655,6.6547,6.6489,6.6455,6.6395,6.598,6.4004
70,6.7427,6.7238,6.7096,6.7029,6.6983,6.682,6.6622,6.6204,6.6125,6.5915,6.5842,6.5794,6.5721,6.5611,6.5539,6.5467,6.5415,6.533,6.499,6.3208
71,6.4991,6.5291,6.5132,6.4969,6.4685,6.3944,6.3362,6.2754,6.2539,6.2301,6.2118,6.2048,6.1962,6.1845,6.1756,6.1648,6.1567,6.1462,6.1277,6.072
72,6.185,6.183,6.168,6.1552,6.1369,6.0866,6.0397,5.9731,5.9382,5.9039,5.8849,5.875,5.8655,5.8521,5.845,5.8373,5.8329,5.8303,5.8316,5.8348
73,5.7855,5.8117,5.7976,5.7913,5.7826,5.7561,5.735,5.6772,5.6422,5.6095,5.5897,5.5741,5.5679,5.5605,5.5582,5.555,5.551,5.5424,5.5358,5.5363
74,5.7515,5.7526,5.7332,5.7066,5.6702,5.6439,5.6147,5.5863,5.5624,5.5376,5.522,5.5096,5.5058,5.5016,5.4986,5.4938,5.4817,5.4508,5.4024,5.3897
75,5.7383,5.7397,5.7369,5.7317,5.7224,5.7137,5.6951,5.663,5.6351,5.6138,5.6033,5.5966,5.5956,5.5948,5.5922,5.5876,5.5726,5.5248,5.4213,5.3107
76,5.853,5.8573,5.8612,5.8634,5.8642,5.8642,5.864,5.8535,5.8403,5.8303,5.8227,5.8152,5.811,5.8093,5.8068,5.8029,5.791,5.7434,5.5998,5.3109
77,6.1417,6.1415,6.1379,6.131,6.1223,6.1129,6.0858,6.0641,6.0569,6.0473,6.0275,5.9693,5.9602,5.9585,5.9568,5.9549,5.9503,5.9092,5.7198,5.2804
78,6.2512,6.2165,6.1995,6.1941,6.1698,6.158,6.0883,6.0394,6.0323,6.003,5.9713,5.9042,5.9003,5.893,5.8794,5.869,5.8575,5.7943,5.5767,5.2534
79,6.2524,6.2097,6.143,6.1261,6.1055,6.0735,6.0223,5.9854,5.9608,5.9136,5.8765,5.8322,5.8267,5.8153,5.7889,5.7764,5.759,5.6842,5.4864,5.2812
80,6.3765,6.3119,6.183,6.1546,6.1383,6.1051,6.0502,6.0016,5.958,5.9004,5.86,5.822,5.8129,5.7985,5.7658,5.7531,5.7362,5.6707,5.4958,5.3373
81,6.4475,6.4439,6.3599,6.2542,6.1977,6.1602,6.1007,6.0458,5.9909,5.9255,5.8805,5.8429,5.8334,5.8201,5.7961,5.7875,5.7774,5.7311,5.5756,5.4017
82,6.5189,6.5327,6.5341,6.4897,6.2601,6.1838,6.1339,6.0883,6.0291,5.9597,5.9039,5.8628,5.8535,5.8415,5.8237,5.8178,5.8105,5.7724,5.6269,5.4574
83,6.6251,6.6184,6.6049,6.5942,6.3646,6.276,6.2363,6.1997,6.1452,6.0759,6.0073,5.9523,5.9364,5.9252,5.9124,5.9076,5.9026,5.8741,5.7527,5.6073
84,6.7416,6.7284,6.6789,6.6664,6.4892,6.3982,6.3527,6.3139,6.254,6.1801,6.1106,6.0593,6.0394,6.0299,6.0221,6.0178,6.0153,5.998,5.9071,5.7452
85,6.7713,6.7947,6.7347,6.7018,6.5482,6.4615,6.4148,6.3754,6.3143,6.2418,6.1715,6.1166,6.0927,6.0825,6.075,6.069,6.0665,6.0539,5.9811,5.8154
86,6.8395,6.8275,6.7892,6.7459,6.6285,6.551,6.505,6.466,6.4078,6.336,6.267,6.217,6.1945,6.1853,6.1797,6.1742,6.1716,6.1623,6.0995,5.9135
87,6.934,6.8938,6.8289,6.7872,6.7067,6.6417,6.6005,6.5603,6.5033,6.4307,6.3646,6.3152,6.2926,6.284,6.2788,6.2734,6.2704,6.2588,6.1903,5.9562
88,7.1047,6.9936,6.9019,6.811,6.747,6.6963,6.6598,6.6168,6.5588,6.4867,6.4254,6.3846,6.3656,6.356,6.3488,6.3407,6.3337,6.3119,6.224,5.9141
89,7.2695,7.1156,6.9243,6.8167,6.7582,6.7154,6.6798,6.6316,6.5659,6.492,6.436,6.4005,6.3836,6.3709,6.3589,6.3464,6.335,6.3058,6.2016,5.8014
90,7.3166,7.2149,6.9314,6.8012,6.7415,6.6956,6.6551,6.5961,6.522,6.4513,6.3982,6.3599,6.3391,6.3175,6.2965,6.277,6.2608,6.2284,6.1183,5.6712
91,7.4536,7.2916,6.9356,6.7831,6.7091,6.6465,6.5997,6.5359,6.4586,6.3915,6.3411,6.3025,6.2788,6.2501,6.2218,6.1977,6.1799,6.1494,6.0366,5.5567
92,7.2703,7.2463,6.8983,6.7443,6.6849,6.629,6.5113,6.4379,6.3574,6.29,6.2358,6.1899,6.1601,6.1225,6.0892,6.0637,6.0473,6.0194,5.8987,5.4114
93,6.9578,6.9551,6.9161,6.6881,6.634,6.6005,6.5096,6.4304,6.3346,6.2724,6.2195,6.1706,6.1392,6.1003,6.0696,6.0461,6.0296,5.9966,5.8563,5.3594
94,6.9487,6.9551,6.9594,6.945,6.8583,6.7248,6.633,6.5859,6.4242,6.3654,6.3196,6.2732,6.2437,6.21,6.1833,6.163,6.1462,6.1083,5.9592,5.4622
