Date,AAPL,AMZN,GE,GOOGL,INTC,IBM,MSFT,NFLX,NVDA,T,TSLA,VZ,^GSPC
2015-10-15,25.842853546142578,562.4400024414062,23.732568740844727,693.02001953125,28.637126922607422,120.1921615600586,42.722469329833984,101.08999633789062,26.745176315307617,25.2342586517334,44.262001037597656,35.77238082885742,2023.8599853515625
2015-10-16,25.65340805053711,570.760009765625,24.536916732788086,695.3200073242188,28.890701293945312,120.43240356445312,43.17686462402344,98.98999786376953,27.16443634033203,25.490447998046875,45.402000427246094,35.796417236328125,2033.1099853515625
2015-10-19,25.812820434570312,573.1500244140625,24.54538917541504,699.9500122070312,29.371631622314453,119.49547576904297,43.276832580566406,101.69000244140625,27.115684509277344,25.339746475219727,45.619998931884766,35.796417236328125,2033.6600341796875
2015-10-20,26.284116744995117,560.8800048828125,24.367578506469727,680.0,29.240463256835938,112.6246109008789,43.413150787353516,98.98999786376953,27.076679229736328,25.430158615112305,42.60599899291992,36.22884750366211,2030.77001953125
2015-10-21,26.281808853149414,555.77001953125,24.426851272583008,671.7999877929688,29.179256439208984,112.84881591796875,42.89513397216797,97.95999908447266,26.72567367553711,25.317138671875,42.018001556396484,35.924537658691406,2018.93994140625
2015-10-22,26.68379783630371,563.9099731445312,25.044931411743164,681.1400146484375,30.07990837097168,115.38738250732422,43.649436950683594,97.31999969482422,27.690961837768555,25.588397979736328,42.34400177001953,36.7493782043457,2052.510009765625
2015-10-23,27.51087760925293,599.030029296875,24.98566246032715,719.3300170898438,30.51711654663086,115.8598403930664,48.04800796508789,100.04000091552734,27.876209259033203,25.422630310058594,41.81800079345703,36.96560287475586,2075.14990234375
2015-10-26,26.63296890258789,608.6099853515625,25.019533157348633,731.1199951171875,30.246049880981445,115.0429916381836,49.30213928222656,103.04000091552734,27.749454498291016,25.362340927124023,43.051998138427734,37.12575912475586,2071.179931640625
2015-10-27,26.464319229125977,611.010009765625,24.94332504272461,732.8200073242188,30.141109466552734,110.39838409423828,48.793212890625,103.06999969482422,27.729957580566406,25.023279190063477,42.06999969482422,36.97360610961914,2065.889892578125
2015-10-28,27.554773330688477,617.0999755859375,24.88405990600586,736.9199829101562,30.350976943969727,112.77674865722656,49.0567626953125,105.80000305175781,27.9542179107666,25.181507110595703,42.59199905395508,37.221858978271484,2090.35009765625
2015-10-29,27.845867156982422,626.5499877929688,24.84172248840332,744.8499755859375,29.75636863708496,112.55253601074219,48.493316650390625,105.12000274658203,26.988929748535156,25.27946662902832,42.32600021362305,37.15779113769531,2089.409912109375
2015-10-30,27.607912063598633,625.9000244140625,24.48611831665039,737.3900146484375,29.607723236083984,112.17613220214844,47.8389778137207,108.37999725341797,27.66170310974121,25.24932289123535,41.38600158691406,37.54218292236328,2079.360107421875
2015-11-02,27.99604034423828,628.3499755859375,24.89252281188965,747.739990234375,29.82632827758789,112.40837097167969,48.38425827026367,107.63999938964844,27.983469009399414,25.324676513671875,42.757999420166016,37.46210861206055,2104.050048828125
2015-11-03,28.31716537475586,625.3099975585938,25.053396224975586,748.8200073242188,30.00121307373047,113.61756896972656,49.21126937866211,109.73999786376953,27.7884578704834,25.339746475219727,41.66999816894531,37.197845458984375,2109.7900390625
2015-11-04,28.18548011779785,640.9500122070312,25.011064529418945,755.3099975585938,30.071659088134766,113.41741180419922,49.438472747802734,114.05000305175781,27.330196380615234,25.226720809936523,46.32600021362305,36.949581146240234,2102.31005859375
2015-11-05,28.0555477142334,655.6500244140625,25.095727920532227,760.6699829101562,29.939565658569336,112.02397918701172,49.420284271240234,113.5,27.0181827545166,25.121231079101562,46.354000091552734,36.99762725830078,2099.929931640625
2015-11-06,28.088027954101562,659.3699951171875,25.332799911499023,761.5999755859375,29.79866600036621,111.7491683959961,49.911033630371094,114.05999755859375,30.762313842773438,24.9856014251709,46.47200012207031,36.66128158569336,2099.199951171875
2015-11-09,27.974346160888672,655.489990234375,25.188861846923828,754.77001953125,29.3671932220459,109.37272644042969,49.22035217285156,109.86000061035156,30.62580680847168,24.744489669799805,45.066001892089844,36.27690505981445,2078.580078125
2015-11-10,27.09267234802246,659.6799926757812,25.502134323120117,758.260009765625,29.243913650512695,109.5020751953125,48.62963104248047,112.69999694824219,30.040786743164062,24.706811904907227,43.29999923706055,36.11674118041992,2081.719970703125
2015-11-11,26.939544677734375,673.25,25.967815399169922,765.25,28.93571662902832,109.1383285522461,48.75687026977539,112.86000061035156,29.74827766418457,24.804767608642578,43.816001892089844,36.29291534423828,2075.0
2015-11-12,26.849056243896484,665.5999755859375,25.536006927490234,756.530029296875,28.530649185180664,107.53787994384766,48.45695877075195,108.91999816894531,29.641021728515625,24.631465911865234,42.5880012512207,35.900516510009766,2045.969970703125
2015-11-13,26.064838409423828,642.3499755859375,25.637609481811523,740.0700073242188,28.275279998779297,106.49514770507812,48.020748138427734,103.6500015258789,29.055999755859375,24.34514045715332,41.4379997253418,35.4200325012207,2023.0400390625
2015-11-16,26.491756439208984,647.8099975585938,25.70534324645996,750.4199829101562,28.266475677490234,108.07946014404297,48.86592102050781,111.3499984741211,29.641021728515625,24.895183563232422,42.86199951171875,36.06869125366211,2053.18994140625
2015-11-17,26.37806510925293,643.2999877929688,25.671476364135742,745.97998046875,28.741985321044922,108.16838073730469,48.46336364746094,117.0999984741211,29.641021728515625,25.06095314025879,42.79999923706055,36.10072326660156,2050.43994140625
2015-11-18,27.21332359313965,663.5399780273438,25.84081268310547,760.010009765625,29.19988250732422,109.78498077392578,49.268489837646484,120.62999725341797,30.370182037353516,25.271930694580078,44.2140007019043,36.34097671508789,2083.580078125
2015-11-19,27.559030532836914,661.27001953125,25.62914276123047,759.9400024414062,30.20374298095703,110.52861785888672,49.35083770751953,120.22000122070312,30.458263397216797,25.33220863342285,44.36000061035156,36.64527130126953,2081.239990234375
2015-11-20,27.67967987060547,668.4500122070312,25.9593505859375,777.0,30.520742416381836,111.95125579833984,49.579559326171875,123.83999633789062,30.722524642944336,25.362340927124023,44.00199890136719,36.34897232055664,2089.169921875
2015-11-23,27.320056915283203,678.989990234375,25.90007781982422,776.7000122070312,30.362241744995117,111.91893768310547,49.579559326171875,125.02999877929688,30.262523651123047,25.211654663085938,43.54999923706055,36.028648376464844,2086.590087890625
2015-11-24,27.58223533630371,671.1500244140625,25.9593505859375,769.6300048828125,30.25657844543457,112.03208923339844,49.634456634521484,123.30999755859375,30.507205963134766,25.158906936645508,43.650001525878906,36.188804626464844,2089.139892578125
2015-11-25,27.38501739501953,675.3400268554688,25.70534324645996,769.260009765625,30.335824966430664,111.5470962524414,49.12210464477539,124.16000366210938,30.468053817749023,25.204118728637695,45.928001403808594,35.972591400146484,2088.8701171875
2015-11-27,27.33397674560547,673.260009765625,25.70534324645996,771.969970703125,30.34463119506836,111.91893768310547,49.341678619384766,125.44000244140625,30.722524642944336,25.294532775878906,46.321998596191406,36.22084045410156,2090.110107421875
2015-11-30,27.44766616821289,664.7999877929688,25.349733352661133,762.8499755859375,30.617612838745117,112.69488525390625,49.7259521484375,123.33000183105469,31.045509338378906,25.369884490966797,46.051998138427734,36.39701843261719,2080.409912109375
2015-12-01,27.22492218017578,679.0599975585938,25.544479370117188,783.7899780273438,30.899394989013672,114.1983642578125,50.52193832397461,125.37000274658203,32.05360412597656,25.44523048400879,47.4379997253418,36.50112533569336,2102.6298828125
2015-12-02,26.978988647460938,676.010009765625,25.375137329101562,777.8499755859375,30.670440673828125,112.92123413085938,50.512779235839844,128.92999267578125,31.80892562866211,25.28700065612793,46.39799880981445,35.972591400146484,2079.510009765625
2015-12-03,26.728410720825195,666.25,25.425939559936523,768.2000122070312,29.97479820251465,112.29073333740234,49.58871841430664,126.80999755859375,31.740406036376953,24.940397262573242,46.54199981689453,35.684295654296875,2049.6201171875
2015-12-04,27.617036819458008,672.6400146484375,25.815410614013672,779.2100219726562,30.767311096191406,113.51126861572266,51.15322494506836,130.92999267578125,33.03234100341797,25.701417922973633,46.07600021362305,36.605228424072266,2091.68994140625
2015-12-07,27.443025588989258,669.8300170898438,25.71381187438965,772.989990234375,30.81134033203125,112.79998779296875,51.061737060546875,125.36000061035156,32.405948638916016,25.82197380065918,46.22600173950195,36.88551330566406,2077.070068359375
2015-12-08,27.43142318725586,677.3300170898438,25.5614013671875,775.1400146484375,30.59999656677246,111.58753967285156,51.043434143066406,126.9800033569336,32.84637451171875,25.505510330200195,45.34400177001953,36.59722900390625,2063.590087890625
2015-12-09,26.825855255126953,664.7899780273438,25.798477172851562,762.5499877929688,30.652841567993164,110.4235610961914,50.30235290527344,124.19999694824219,32.01445770263672,25.294532775878906,44.90399932861328,36.32494354248047,2047.6199951171875
2015-12-10,26.953466415405273,662.3200073242188,25.950878143310547,760.0399780273438,30.617612838745117,110.56097412109375,50.56767272949219,122.91000366210938,32.27871322631836,25.369884490966797,45.41400146484375,36.29291534423828,2052.22998046875
2015-12-11,26.259735107421875,640.1500244140625,25.620670318603516,750.4199829101562,30.177324295043945,108.77459716796875,49.46062469482422,118.91000366210938,31.799137115478516,24.99313735961914,43.40399932861328,35.89250946044922,2012.3699951171875
2015-12-14,26.097322463989258,657.9099731445312,25.620670318603516,762.5399780273438,30.35343360900879,109.8739013671875,50.4487419128418,120.66999816894531,31.87743377685547,25.317138671875,43.715999603271484,36.39701843261719,2021.93994140625
